Source,Target,Hamming,Color
S_A12565;size=11;,S_A337824;size=1;,3,white
S_A12565;size=11;,S_A339107;size=1;,3,white
S_A12565;size=11;,S_A339692;size=1;,2,white
S_A12565;size=11;,S_A342234;size=1;,2,white
S_A12565;size=11;,S_A347551;size=1;,3,white
S_A12565;size=11;,S_A347728;size=1;,3,white
S_A12565;size=11;,S_A348587;size=1;,3,white
S_A12565;size=11;,S_A349015;size=1;,2,white
S_A12565;size=11;,S_A351370;size=1;,3,white
S_A12565;size=11;,S_A353238;size=1;,3,white
S_A12565;size=11;,S_A354458;size=1;,2,white
S_A12565;size=11;,S_A363974;size=1;,3,white
S_A12565;size=11;,S_A365246;size=1;,3,white
S_A12565;size=11;,S_A368314;size=1;,3,white
S_A12565;size=11;,S_A368790;size=1;,3,white
S_A12565;size=11;,S_A369420;size=1;,3,white
S_A12565;size=11;,S_A370780;size=1;,3,white
S_A12565;size=11;,S_A372534;size=1;,3,white
S_A12565;size=11;,S_A372706;size=1;,3,white
S_A12565;size=11;,S_TP6334;size=1;,3,white
S_A12565;size=11;,S_TP8016;size=1;,3,white
S_A12565;size=11;,S_TP10562;size=1;,3,white
S_A12565;size=11;,S_TP10694;size=1;,3,white
S_A12565;size=11;,S_TP13054;size=1;,3,white
S_A12565;size=11;,S_TP13327;size=1;,2,white
S_A12565;size=11;,S_TP15912;size=1;,2,white
S_A12565;size=11;,S_TP16366;size=1;,2,white
S_A12565;size=11;,S_TP18652;size=1;,2,white
S_A12565;size=11;,S_TP20687;size=1;,3,white
S_A12565;size=11;,S_TP21145;size=1;,3,white
S_A12565;size=11;,S_TP22817;size=1;,3,white
S_A12592;size=11;,S_A15821;size=3;,3,white
S_A12592;size=11;,S_A134074;size=1;,3,white
S_A12592;size=11;,S_A136779;size=1;,3,white
S_A12592;size=11;,S_A137609;size=1;,2,white
S_A12592;size=11;,S_A143137;size=1;,3,white
S_A12592;size=11;,S_A145292;size=1;,3,white
S_A12592;size=11;,S_A2762;size=27;,3,white
S_A12592;size=11;,S_A215190;size=1;,1,black
S_A12592;size=11;,S_A224390;size=1;,3,white
S_A12592;size=11;,S_A241188;size=1;,3,white
S_A12592;size=11;,S_A3690;size=14;,1,black
S_A12592;size=11;,S_A315020;size=1;,3,white
S_A12592;size=11;,S_A315062;size=1;,3,white
S_A12592;size=11;,S_A329664;size=1;,3,white
S_A12592;size=11;,S_A330690;size=1;,3,white
S_A12592;size=11;,S_A334472;size=1;,3,white
S_A12592;size=11;,S_A335583;size=1;,3,white
S_A12592;size=11;,S_A336423;size=1;,2,white
S_A12592;size=11;,S_A363630;size=1;,3,white
S_A12592;size=11;,S_A374370;size=1;,3,white
S_A12592;size=11;,S_TP13327;size=1;,3,white
S_A12592;size=11;,S_TP18652;size=1;,3,white
S_A12658;size=11;,S_A14363;size=5;,3,white
S_A12658;size=11;,S_A14991;size=4;,3,white
S_A12658;size=11;,S_A16295;size=3;,2,white
S_A12658;size=11;,S_A16303;size=3;,2,white
S_A12658;size=11;,S_A17073;size=2;,3,white
S_A12658;size=11;,S_A18252;size=2;,3,white
S_A12658;size=11;,S_A18379;size=2;,3,white
S_A12658;size=11;,S_A111127;size=1;,3,white
S_A12658;size=11;,S_A111246;size=1;,3,white
S_A12658;size=11;,S_A113903;size=1;,3,white
S_A12658;size=11;,S_A119147;size=1;,2,white
S_A12658;size=11;,S_A120619;size=1;,3,white
S_A12658;size=11;,S_A125956;size=1;,3,white
S_A12658;size=11;,S_A129129;size=1;,3,white
S_A12658;size=11;,S_A130107;size=1;,3,white
S_A12658;size=11;,S_A140253;size=1;,3,white
S_A12658;size=11;,S_A140388;size=1;,2,white
S_A12658;size=11;,S_A22218;size=6;,3,white
S_A12658;size=11;,S_A22230;size=6;,3,white
S_A12658;size=11;,S_A22747;size=5;,3,white
S_A12658;size=11;,S_A24459;size=3;,3,white
S_A12658;size=11;,S_A27231;size=2;,3,white
S_A12658;size=11;,S_A217963;size=1;,3,white
S_A12658;size=11;,S_A218299;size=1;,2,white
S_A12658;size=11;,S_A219635;size=1;,3,white
S_A12658;size=11;,S_A221377;size=1;,2,white
S_A12658;size=11;,S_A236845;size=1;,3,white
S_A12658;size=11;,S_A238172;size=1;,3,white
S_A12658;size=11;,S_A317289;size=1;,3,white
S_A12658;size=11;,S_A322795;size=1;,3,white
S_A12658;size=11;,S_A330932;size=1;,3,white
S_A12658;size=11;,S_A333321;size=1;,3,white
S_A12658;size=11;,S_A337918;size=1;,3,white
S_A12658;size=11;,S_A338441;size=1;,3,white
S_A12658;size=11;,S_A343345;size=1;,3,white
S_A12658;size=11;,S_A352122;size=1;,3,white
S_A12658;size=11;,S_A352175;size=1;,3,white
S_A12658;size=11;,S_A352882;size=1;,3,white
S_A12658;size=11;,S_A353877;size=1;,2,white
S_A12658;size=11;,S_A359695;size=1;,3,white
S_A12658;size=11;,S_A360502;size=1;,3,white
S_A12658;size=11;,S_A360504;size=1;,3,white
S_A12658;size=11;,S_A363004;size=1;,1,black
S_A12658;size=11;,S_A365246;size=1;,3,white
S_A12658;size=11;,S_A367573;size=1;,3,white
S_A12658;size=11;,S_A372706;size=1;,3,white
S_A12658;size=11;,S_TP1624;size=4;,3,white
S_A12658;size=11;,S_TP10834;size=1;,3,white
S_A12658;size=11;,S_TP13701;size=1;,3,white
S_A12658;size=11;,S_TP15328;size=1;,3,white
S_A12658;size=11;,S_TP16249;size=1;,3,white
S_A12658;size=11;,S_TP21117;size=1;,3,white
S_A12768;size=10;,S_A14084;size=6;,2,white
S_A12768;size=10;,S_A14363;size=5;,3,white
S_A12768;size=10;,S_A15821;size=3;,3,white
S_A12768;size=10;,S_A16075;size=3;,3,white
S_A12768;size=10;,S_A16295;size=3;,3,white
S_A12768;size=10;,S_A17479;size=2;,2,white
S_A12768;size=10;,S_A18242;size=2;,2,white
S_A12768;size=10;,S_A18379;size=2;,3,white
S_A12768;size=10;,S_A120208;size=1;,3,white
S_A12768;size=10;,S_A127601;size=1;,3,white
S_A12768;size=10;,S_A128817;size=1;,3,white
S_A12768;size=10;,S_A129079;size=1;,3,white
S_A12768;size=10;,S_A129129;size=1;,2,white
S_A12768;size=10;,S_A131931;size=1;,3,white
S_A12768;size=10;,S_A132352;size=1;,3,white
S_A12768;size=10;,S_A132837;size=1;,3,white
S_A12768;size=10;,S_A133612;size=1;,3,white
S_A12768;size=10;,S_A136721;size=1;,3,white
S_A12768;size=10;,S_A136779;size=1;,3,white
S_A12768;size=10;,S_A137347;size=1;,3,white
S_A12768;size=10;,S_A137609;size=1;,2,white
S_A12768;size=10;,S_A137624;size=1;,3,white
S_A12768;size=10;,S_A138296;size=1;,3,white
S_A12768;size=10;,S_A140388;size=1;,2,white
S_A12768;size=10;,S_A142748;size=1;,3,white
S_A12768;size=10;,S_A143137;size=1;,3,white
S_A12768;size=10;,S_A145276;size=1;,2,white
S_A12768;size=10;,S_A2762;size=27;,3,white
S_A12768;size=10;,S_A21219;size=15;,3,white
S_A12768;size=10;,S_A22447;size=6;,2,white
S_A12768;size=10;,S_A22747;size=5;,2,white
S_A12768;size=10;,S_A22795;size=5;,3,white
S_A12768;size=10;,S_A24141;size=3;,3,white
S_A12768;size=10;,S_A24158;size=3;,3,white
S_A12768;size=10;,S_A26719;size=2;,3,white
S_A12768;size=10;,S_A27854;size=2;,3,white
S_A12768;size=10;,S_A28829;size=2;,3,white
S_A12768;size=10;,S_A29529;size=2;,2,white
S_A12768;size=10;,S_A29538;size=2;,3,white
S_A12768;size=10;,S_A215190;size=1;,3,white
S_A12768;size=10;,S_A215550;size=1;,3,white
S_A12768;size=10;,S_A216325;size=1;,3,white
S_A12768;size=10;,S_A217724;size=1;,2,white
S_A12768;size=10;,S_A217963;size=1;,3,white
S_A12768;size=10;,S_A219079;size=1;,2,white
S_A12768;size=10;,S_A219252;size=1;,1,black
S_A12768;size=10;,S_A223726;size=1;,3,white
S_A12768;size=10;,S_A238988;size=1;,3,white
S_A12768;size=10;,S_A242224;size=1;,2,white
S_A12768;size=10;,S_A3690;size=14;,3,white
S_A12768;size=10;,S_A3962;size=10;,2,white
S_A12768;size=10;,S_A31110;size=9;,2,white
S_A12768;size=10;,S_A32265;size=4;,3,white
S_A12768;size=10;,S_A32574;size=3;,3,white
S_A12768;size=10;,S_A32940;size=3;,3,white
S_A12768;size=10;,S_A33124;size=3;,3,white
S_A12768;size=10;,S_A34366;size=2;,3,white
S_A12768;size=10;,S_A34932;size=2;,3,white
S_A12768;size=10;,S_A36783;size=1;,3,white
S_A12768;size=10;,S_A313252;size=1;,3,white
S_A12768;size=10;,S_A313580;size=1;,1,black
S_A12768;size=10;,S_A315062;size=1;,3,white
S_A12768;size=10;,S_A317142;size=1;,3,white
S_A12768;size=10;,S_A317642;size=1;,3,white
S_A12768;size=10;,S_A325173;size=1;,2,white
S_A12768;size=10;,S_A329664;size=1;,3,white
S_A12768;size=10;,S_A330932;size=1;,3,white
S_A12768;size=10;,S_A332685;size=1;,3,white
S_A12768;size=10;,S_A333055;size=1;,3,white
S_A12768;size=10;,S_A334511;size=1;,3,white
S_A12768;size=10;,S_A334731;size=1;,2,white
S_A12768;size=10;,S_A335583;size=1;,2,white
S_A12768;size=10;,S_A336423;size=1;,2,white
S_A12768;size=10;,S_A336507;size=1;,2,white
S_A12768;size=10;,S_A336719;size=1;,1,black
S_A12768;size=10;,S_A337273;size=1;,3,white
S_A12768;size=10;,S_A339107;size=1;,3,white
S_A12768;size=10;,S_A345424;size=1;,3,white
S_A12768;size=10;,S_A346523;size=1;,3,white
S_A12768;size=10;,S_A347728;size=1;,2,white
S_A12768;size=10;,S_A352175;size=1;,3,white
S_A12768;size=10;,S_A352882;size=1;,3,white
S_A12768;size=10;,S_A356518;size=1;,3,white
S_A12768;size=10;,S_A360504;size=1;,2,white
S_A12768;size=10;,S_A363974;size=1;,3,white
S_A12768;size=10;,S_A365246;size=1;,3,white
S_A12768;size=10;,S_A367292;size=1;,3,white
S_A12768;size=10;,S_A367573;size=1;,3,white
S_A12768;size=10;,S_A369119;size=1;,3,white
S_A12768;size=10;,S_A370167;size=1;,2,white
S_A12768;size=10;,S_A374279;size=1;,3,white
S_A12768;size=10;,S_A374362;size=1;,3,white
S_A12768;size=10;,S_A374565;size=1;,3,white
S_A12768;size=10;,S_A374757;size=1;,3,white
S_A12768;size=10;,S_TP13327;size=1;,3,white
S_A12768;size=10;,S_TP15328;size=1;,3,white
S_A12768;size=10;,S_TP15912;size=1;,3,white
S_A12768;size=10;,S_TP15958;size=1;,3,white
S_A12768;size=10;,S_TP16366;size=1;,3,white
S_A12768;size=10;,S_TP16513;size=1;,3,white
S_A12768;size=10;,S_TP18167;size=1;,2,white
S_A12768;size=10;,S_TP18652;size=1;,3,white
S_A12827;size=10;,S_A19579;size=1;,3,white
S_A12827;size=10;,S_A137609;size=1;,3,white
S_A12827;size=10;,S_A138296;size=1;,3,white
S_A12827;size=10;,S_A139478;size=1;,3,white
S_A12827;size=10;,S_A139702;size=1;,3,white
S_A12827;size=10;,S_A27854;size=2;,3,white
S_A12827;size=10;,S_A28921;size=2;,3,white
S_A12827;size=10;,S_A210838;size=1;,1,black
S_A12827;size=10;,S_A212535;size=1;,3,white
S_A12827;size=10;,S_A219079;size=1;,3,white
S_A12827;size=10;,S_A230019;size=1;,3,white
S_A12827;size=10;,S_A3962;size=10;,3,white
S_A12827;size=10;,S_A313252;size=1;,2,white
S_A12827;size=10;,S_A325173;size=1;,3,white
S_A12827;size=10;,S_A329224;size=1;,3,white
S_A12827;size=10;,S_A335524;size=1;,3,white
S_A12827;size=10;,S_A338805;size=1;,2,white
S_A12827;size=10;,S_A348406;size=1;,3,white
S_A12827;size=10;,S_A349015;size=1;,3,white
S_A12827;size=10;,S_A354810;size=1;,3,white
S_A12827;size=10;,S_A364432;size=1;,3,white
S_A12827;size=10;,S_A369991;size=1;,2,white
S_A12827;size=10;,S_A370690;size=1;,2,white
S_A12827;size=10;,S_A372466;size=1;,3,white
S_A12827;size=10;,S_TP6036;size=1;,3,white
S_A12827;size=10;,S_TP6305;size=1;,3,white
S_A12827;size=10;,S_TP12126;size=1;,3,white
S_A12827;size=10;,S_TP16366;size=1;,3,white
S_A12827;size=10;,S_TP18806;size=1;,3,white
S_A12899;size=10;,S_A16303;size=3;,2,white
S_A12899;size=10;,S_A17073;size=2;,3,white
S_A12899;size=10;,S_A24459;size=3;,3,white
S_A12899;size=10;,S_A224565;size=1;,2,white
S_A12899;size=10;,S_A238172;size=1;,1,black
S_A12899;size=10;,S_A34285;size=2;,2,white
S_A12899;size=10;,S_A314728;size=1;,3,white
S_A12899;size=10;,S_A363004;size=1;,3,white
S_A13158;size=9;,S_A15088;size=4;,3,white
S_A13158;size=9;,S_A16075;size=3;,2,white
S_A13158;size=9;,S_A16303;size=3;,2,white
S_A13158;size=9;,S_A16327;size=3;,3,white
S_A13158;size=9;,S_A17073;size=2;,2,white
S_A13158;size=9;,S_A17602;size=2;,3,white
S_A13158;size=9;,S_A18252;size=2;,2,white
S_A13158;size=9;,S_A18379;size=2;,3,white
S_A13158;size=9;,S_A18751;size=2;,3,white
S_A13158;size=9;,S_A19091;size=2;,3,white
S_A13158;size=9;,S_A110267;size=1;,3,white
S_A13158;size=9;,S_A110896;size=1;,3,white
S_A13158;size=9;,S_A111117;size=1;,3,white
S_A13158;size=9;,S_A113903;size=1;,3,white
S_A13158;size=9;,S_A114580;size=1;,2,white
S_A13158;size=9;,S_A117425;size=1;,2,white
S_A13158;size=9;,S_A118741;size=1;,3,white
S_A13158;size=9;,S_A124165;size=1;,3,white
S_A13158;size=9;,S_A124266;size=1;,3,white
S_A13158;size=9;,S_A124539;size=1;,3,white
S_A13158;size=9;,S_A124616;size=1;,3,white
S_A13158;size=9;,S_A125672;size=1;,3,white
S_A13158;size=9;,S_A125956;size=1;,3,white
S_A13158;size=9;,S_A129819;size=1;,3,white
S_A13158;size=9;,S_A131168;size=1;,3,white
S_A13158;size=9;,S_A132548;size=1;,3,white
S_A13158;size=9;,S_A133282;size=1;,3,white
S_A13158;size=9;,S_A134847;size=1;,3,white
S_A13158;size=9;,S_A136721;size=1;,3,white
S_A13158;size=9;,S_A137347;size=1;,3,white
S_A13158;size=9;,S_A137824;size=1;,3,white
S_A13158;size=9;,S_A138396;size=1;,2,white
S_A13158;size=9;,S_A141856;size=1;,3,white
S_A13158;size=9;,S_A144640;size=1;,3,white
S_A13158;size=9;,S_A145194;size=1;,3,white
S_A13158;size=9;,S_A2405;size=60;,3,white
S_A13158;size=9;,S_A2642;size=33;,3,white
S_A13158;size=9;,S_A21412;size=12;,3,white
S_A13158;size=9;,S_A21963;size=8;,3,white
S_A13158;size=9;,S_A22041;size=7;,2,white
S_A13158;size=9;,S_A24459;size=3;,2,white
S_A13158;size=9;,S_A25794;size=2;,3,white
S_A13158;size=9;,S_A26218;size=2;,3,white
S_A13158;size=9;,S_A26294;size=2;,2,white
S_A13158;size=9;,S_A28921;size=2;,3,white
S_A13158;size=9;,S_A211210;size=1;,3,white
S_A13158;size=9;,S_A213089;size=1;,2,white
S_A13158;size=9;,S_A213231;size=1;,1,black
S_A13158;size=9;,S_A224639;size=1;,3,white
S_A13158;size=9;,S_A230590;size=1;,2,white
S_A13158;size=9;,S_A234097;size=1;,3,white
S_A13158;size=9;,S_A235944;size=1;,3,white
S_A13158;size=9;,S_A236845;size=1;,3,white
S_A13158;size=9;,S_A238172;size=1;,3,white
S_A13158;size=9;,S_A32940;size=3;,3,white
S_A13158;size=9;,S_A316031;size=1;,3,white
S_A13158;size=9;,S_A316811;size=1;,3,white
S_A13158;size=9;,S_A317289;size=1;,2,white
S_A13158;size=9;,S_A321880;size=1;,3,white
S_A13158;size=9;,S_A328417;size=1;,3,white
S_A13158;size=9;,S_A329678;size=1;,3,white
S_A13158;size=9;,S_A332748;size=1;,3,white
S_A13158;size=9;,S_A334591;size=1;,3,white
S_A13158;size=9;,S_A336743;size=1;,3,white
S_A13158;size=9;,S_A337479;size=1;,3,white
S_A13158;size=9;,S_A343345;size=1;,3,white
S_A13158;size=9;,S_A346523;size=1;,3,white
S_A13158;size=9;,S_A346830;size=1;,2,white
S_A13158;size=9;,S_A349915;size=1;,3,white
S_A13158;size=9;,S_A349978;size=1;,3,white
S_A13158;size=9;,S_A352175;size=1;,3,white
S_A13158;size=9;,S_A357380;size=1;,3,white
S_A13158;size=9;,S_A359374;size=1;,2,white
S_A13158;size=9;,S_A359737;size=1;,3,white
S_A13158;size=9;,S_A362993;size=1;,3,white
S_A13158;size=9;,S_A363004;size=1;,3,white
S_A13158;size=9;,S_A366104;size=1;,2,white
S_A13158;size=9;,S_A372706;size=1;,3,white
S_A13158;size=9;,S_A373017;size=1;,2,white
S_A13158;size=9;,S_A374482;size=1;,3,white
S_A13158;size=9;,S_TP1624;size=4;,3,white
S_A13158;size=9;,S_TP3220;size=2;,3,white
S_A13158;size=9;,S_TP3416;size=2;,3,white
S_A13158;size=9;,S_TP5930;size=1;,3,white
S_A13158;size=9;,S_TP10480;size=1;,2,white
S_A13158;size=9;,S_TP13701;size=1;,3,white
S_A13158;size=9;,S_TP15328;size=1;,3,white
S_A13158;size=9;,S_TP15513;size=1;,2,white
S_A13158;size=9;,S_TP15751;size=1;,2,white
S_A13158;size=9;,S_TP21117;size=1;,3,white
S_A13158;size=9;,S_TP22491;size=1;,1,black
S_A13405;size=8;,S_A18242;size=2;,3,white
S_A13405;size=8;,S_A18489;size=2;,3,white
S_A13405;size=8;,S_A120208;size=1;,3,white
S_A13405;size=8;,S_A139978;size=1;,3,white
S_A13405;size=8;,S_A142230;size=1;,3,white
S_A13405;size=8;,S_A142748;size=1;,3,white
S_A13405;size=8;,S_A143137;size=1;,3,white
S_A13405;size=8;,S_A27854;size=2;,3,white
S_A13405;size=8;,S_A28829;size=2;,3,white
S_A13405;size=8;,S_A216325;size=1;,3,white
S_A13405;size=8;,S_A232029;size=1;,3,white
S_A13405;size=8;,S_A241473;size=1;,3,white
S_A13405;size=8;,S_A31110;size=9;,2,white
S_A13405;size=8;,S_A312980;size=1;,3,white
S_A13405;size=8;,S_A313252;size=1;,3,white
S_A13405;size=8;,S_A313259;size=1;,3,white
S_A13405;size=8;,S_A313580;size=1;,3,white
S_A13405;size=8;,S_A336393;size=1;,3,white
S_A13405;size=8;,S_A336507;size=1;,3,white
S_A13405;size=8;,S_A336719;size=1;,3,white
S_A13405;size=8;,S_A355331;size=1;,3,white
S_A13405;size=8;,S_TP16366;size=1;,3,white
S_A13405;size=8;,S_TP18652;size=1;,3,white
S_A13622;size=7;,S_A14569;size=5;,3,white
S_A13622;size=7;,S_A15016;size=4;,3,white
S_A13622;size=7;,S_A17771;size=2;,2,white
S_A13622;size=7;,S_A114580;size=1;,3,white
S_A13622;size=7;,S_A117490;size=1;,3,white
S_A13622;size=7;,S_A122392;size=1;,3,white
S_A13622;size=7;,S_A123092;size=1;,3,white
S_A13622;size=7;,S_A133282;size=1;,2,white
S_A13622;size=7;,S_A138684;size=1;,3,white
S_A13622;size=7;,S_A2576;size=37;,3,white
S_A13622;size=7;,S_A2642;size=33;,2,white
S_A13622;size=7;,S_A21412;size=12;,3,white
S_A13622;size=7;,S_A225298;size=1;,3,white
S_A13622;size=7;,S_A230590;size=1;,3,white
S_A13622;size=7;,S_A233473;size=1;,2,white
S_A13622;size=7;,S_A32781;size=3;,3,white
S_A13622;size=7;,S_A313759;size=1;,1,black
S_A13622;size=7;,S_A323497;size=1;,3,white
S_A13622;size=7;,S_A329327;size=1;,3,white
S_A13622;size=7;,S_A333321;size=1;,2,white
S_A13622;size=7;,S_A339423;size=1;,3,white
S_A13622;size=7;,S_A342531;size=1;,3,white
S_A13622;size=7;,S_A358889;size=1;,2,white
S_A13698;size=7;,S_A132872;size=1;,1,black
S_A13698;size=7;,S_A134906;size=1;,2,white
S_A13698;size=7;,S_A2682;size=31;,1,black
S_A13698;size=7;,S_A24319;size=3;,3,white
S_A13698;size=7;,S_A226599;size=1;,2,white
S_A13698;size=7;,S_A35753;size=2;,2,white
S_A13698;size=7;,S_A311054;size=1;,3,white
S_A13698;size=7;,S_A329224;size=1;,3,white
S_A13698;size=7;,S_A334472;size=1;,2,white
S_A13698;size=7;,S_A342701;size=1;,3,white
S_A13698;size=7;,S_TP22409;size=1;,3,white
S_A13726;size=7;,S_A18160;size=2;,2,white
S_A13726;size=7;,S_A18379;size=2;,3,white
S_A13726;size=7;,S_A110267;size=1;,3,white
S_A13726;size=7;,S_A110896;size=1;,2,white
S_A13726;size=7;,S_A116637;size=1;,2,white
S_A13726;size=7;,S_A124165;size=1;,2,white
S_A13726;size=7;,S_A124539;size=1;,3,white
S_A13726;size=7;,S_A134847;size=1;,2,white
S_A13726;size=7;,S_A136721;size=1;,3,white
S_A13726;size=7;,S_A137609;size=1;,3,white
S_A13726;size=7;,S_A144201;size=1;,2,white
S_A13726;size=7;,S_A144640;size=1;,3,white
S_A13726;size=7;,S_A145292;size=1;,3,white
S_A13726;size=7;,S_A25794;size=2;,3,white
S_A13726;size=7;,S_A28921;size=2;,3,white
S_A13726;size=7;,S_A217384;size=1;,3,white
S_A13726;size=7;,S_A238172;size=1;,3,white
S_A13726;size=7;,S_A312118;size=1;,3,white
S_A13726;size=7;,S_A367573;size=1;,3,white
S_A13726;size=7;,S_TP10480;size=1;,3,white
S_A13843;size=7;,S_A14569;size=5;,3,white
S_A13843;size=7;,S_A15345;size=4;,3,white
S_A13843;size=7;,S_A16201;size=3;,3,white
S_A13843;size=7;,S_A16728;size=3;,3,white
S_A13843;size=7;,S_A17334;size=2;,3,white
S_A13843;size=7;,S_A17771;size=2;,2,white
S_A13843;size=7;,S_A19100;size=2;,3,white
S_A13843;size=7;,S_A19558;size=2;,3,white
S_A13843;size=7;,S_A19579;size=1;,3,white
S_A13843;size=7;,S_A110380;size=1;,3,white
S_A13843;size=7;,S_A111159;size=1;,3,white
S_A13843;size=7;,S_A114580;size=1;,3,white
S_A13843;size=7;,S_A115409;size=1;,3,white
S_A13843;size=7;,S_A117490;size=1;,2,white
S_A13843;size=7;,S_A117675;size=1;,3,white
S_A13843;size=7;,S_A120208;size=1;,3,white
S_A13843;size=7;,S_A120304;size=1;,1,black
S_A13843;size=7;,S_A120619;size=1;,3,white
S_A13843;size=7;,S_A122392;size=1;,2,white
S_A13843;size=7;,S_A123092;size=1;,3,white
S_A13843;size=7;,S_A125319;size=1;,3,white
S_A13843;size=7;,S_A126558;size=1;,3,white
S_A13843;size=7;,S_A129234;size=1;,3,white
S_A13843;size=7;,S_A130383;size=1;,3,white
S_A13843;size=7;,S_A131448;size=1;,3,white
S_A13843;size=7;,S_A131826;size=1;,3,white
S_A13843;size=7;,S_A133902;size=1;,3,white
S_A13843;size=7;,S_A134132;size=1;,2,white
S_A13843;size=7;,S_A136838;size=1;,3,white
S_A13843;size=7;,S_A136917;size=1;,3,white
S_A13843;size=7;,S_A139478;size=1;,3,white
S_A13843;size=7;,S_A140051;size=1;,3,white
S_A13843;size=7;,S_A2190;size=139;,3,white
S_A13843;size=7;,S_A2576;size=37;,2,white
S_A13843;size=7;,S_A2642;size=33;,3,white
S_A13843;size=7;,S_A2714;size=29;,3,white
S_A13843;size=7;,S_A23073;size=4;,3,white
S_A13843;size=7;,S_A23175;size=4;,3,white
S_A13843;size=7;,S_A23273;size=4;,2,white
S_A13843;size=7;,S_A24774;size=3;,2,white
S_A13843;size=7;,S_A26015;size=2;,3,white
S_A13843;size=7;,S_A26521;size=2;,3,white
S_A13843;size=7;,S_A210774;size=1;,3,white
S_A13843;size=7;,S_A210838;size=1;,3,white
S_A13843;size=7;,S_A212535;size=1;,3,white
S_A13843;size=7;,S_A215887;size=1;,3,white
S_A13843;size=7;,S_A215992;size=1;,3,white
S_A13843;size=7;,S_A224628;size=1;,3,white
S_A13843;size=7;,S_A225298;size=1;,1,black
S_A13843;size=7;,S_A233397;size=1;,3,white
S_A13843;size=7;,S_A234870;size=1;,3,white
S_A13843;size=7;,S_A237162;size=1;,3,white
S_A13843;size=7;,S_A239320;size=1;,3,white
S_A13843;size=7;,S_A241286;size=1;,3,white
S_A13843;size=7;,S_A3519;size=17;,2,white
S_A13843;size=7;,S_A3571;size=16;,3,white
S_A13843;size=7;,S_A32823;size=3;,3,white
S_A13843;size=7;,S_A35697;size=2;,3,white
S_A13843;size=7;,S_A36919;size=1;,2,white
S_A13843;size=7;,S_A37216;size=1;,3,white
S_A13843;size=7;,S_A39190;size=1;,3,white
S_A13843;size=7;,S_A311288;size=1;,3,white
S_A13843;size=7;,S_A313252;size=1;,3,white
S_A13843;size=7;,S_A313259;size=1;,3,white
S_A13843;size=7;,S_A315928;size=1;,3,white
S_A13843;size=7;,S_A320828;size=1;,3,white
S_A13843;size=7;,S_A322772;size=1;,2,white
S_A13843;size=7;,S_A325212;size=1;,3,white
S_A13843;size=7;,S_A325508;size=1;,3,white
S_A13843;size=7;,S_A326458;size=1;,3,white
S_A13843;size=7;,S_A326522;size=1;,3,white
S_A13843;size=7;,S_A329304;size=1;,3,white
S_A13843;size=7;,S_A331611;size=1;,1,black
S_A13843;size=7;,S_A335524;size=1;,1,black
S_A13843;size=7;,S_A335630;size=1;,3,white
S_A13843;size=7;,S_A339423;size=1;,2,white
S_A13843;size=7;,S_A340363;size=1;,3,white
S_A13843;size=7;,S_A343266;size=1;,2,white
S_A13843;size=7;,S_A343345;size=1;,3,white
S_A13843;size=7;,S_A344541;size=1;,3,white
S_A13843;size=7;,S_A346588;size=1;,2,white
S_A13843;size=7;,S_A348406;size=1;,2,white
S_A13843;size=7;,S_A349015;size=1;,3,white
S_A13843;size=7;,S_A349540;size=1;,3,white
S_A13843;size=7;,S_A355331;size=1;,3,white
S_A13843;size=7;,S_A356341;size=1;,3,white
S_A13843;size=7;,S_A356626;size=1;,2,white
S_A13843;size=7;,S_A359374;size=1;,3,white
S_A13843;size=7;,S_A363143;size=1;,1,black
S_A13843;size=7;,S_A367135;size=1;,3,white
S_A13843;size=7;,S_A372254;size=1;,2,white
S_A13843;size=7;,S_A372466;size=1;,3,white
S_A13843;size=7;,S_A374436;size=1;,3,white
S_A13843;size=7;,S_TP6036;size=1;,3,white
S_A13843;size=7;,S_TP6305;size=1;,2,white
S_A13843;size=7;,S_TP16366;size=1;,3,white
S_A13843;size=7;,S_TP18806;size=1;,3,white
S_A13843;size=7;,S_TP22376;size=1;,2,white
S_A13843;size=7;,S_TP22705;size=1;,3,white
S_A14084;size=6;,S_A15821;size=3;,1,black
S_A14084;size=6;,S_A17479;size=2;,3,white
S_A14084;size=6;,S_A111246;size=1;,3,white
S_A14084;size=6;,S_A127601;size=1;,3,white
S_A14084;size=6;,S_A128817;size=1;,3,white
S_A14084;size=6;,S_A131931;size=1;,1,black
S_A14084;size=6;,S_A133612;size=1;,3,white
S_A14084;size=6;,S_A145588;size=1;,3,white
S_A14084;size=6;,S_A22795;size=5;,3,white
S_A14084;size=6;,S_A215190;size=1;,3,white
S_A14084;size=6;,S_A216325;size=1;,3,white
S_A14084;size=6;,S_A219252;size=1;,3,white
S_A14084;size=6;,S_A223726;size=1;,3,white
S_A14084;size=6;,S_A3690;size=14;,3,white
S_A14084;size=6;,S_A35834;size=2;,3,white
S_A14084;size=6;,S_A312846;size=1;,3,white
S_A14084;size=6;,S_A313580;size=1;,3,white
S_A14084;size=6;,S_A313908;size=1;,3,white
S_A14084;size=6;,S_A314000;size=1;,2,white
S_A14084;size=6;,S_A315062;size=1;,3,white
S_A14084;size=6;,S_A317142;size=1;,3,white
S_A14084;size=6;,S_A317483;size=1;,2,white
S_A14084;size=6;,S_A322795;size=1;,2,white
S_A14084;size=6;,S_A324461;size=1;,3,white
